subject,session,task,stimulus_label,n_present_channels,dense_file,band_file,meta_file,n_kept_windows,n_dropped_windows,status
sub-05,ses-02,task-dmh_run-01,Despicable Me (Hungarian),57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-dmh_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-dmh_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-dmh_run-01/run_meta_master61_masked.json,100,21,ok
sub-05,ses-02,task-dmh_run-02,Despicable Me (Hungarian),55,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-dmh_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-dmh_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-dmh_run-02/run_meta_master61_masked.json,102,14,ok
sub-05,ses-02,task-inscapes,Inscapes,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-inscapes/run_meta_master61_masked.json,82,30,ok
sub-05,ses-02,task-monkey2_run-01,Monkey 2,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey2_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey2_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey2_run-01/run_meta_master61_masked.json,61,11,ok
sub-05,ses-02,task-monkey2_run-02,Monkey 2,57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey2_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey2_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey2_run-02/run_meta_master61_masked.json,51,10,ok
sub-05,ses-02,task-monkey5_run-01,Monkey 5,57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey5_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey5_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey5_run-01/run_meta_master61_masked.json,38,23,ok
sub-05,ses-02,task-monkey5_run-02,Monkey 5,51,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey5_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey5_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-05/ses-02/task-monkey5_run-02/run_meta_master61_masked.json,47,14,ok
sub-06,ses-01,task-dme_run-01,Despicable Me (English),53,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-dme_run-01/run_meta_master61_masked.json,97,22,ok
sub-06,ses-01,task-dme_run-02,Despicable Me (English),52,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-dme_run-02/run_meta_master61_masked.json,106,14,ok
sub-06,ses-01,task-inscapes,Inscapes,53,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-inscapes/run_meta_master61_masked.json,114,23,ok
sub-06,ses-01,task-monkey1_run-01,Monkey 1,50,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-monkey1_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-monkey1_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-monkey1_run-01/run_meta_master61_masked.json,49,9,ok
sub-06,ses-01,task-monkey1_run-02,Monkey 1,48,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-monkey1_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-monkey1_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-monkey1_run-02/run_meta_master61_masked.json,52,5,ok
sub-06,ses-01,task-tp_run-01,The Present,51,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-tp_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-tp_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-tp_run-01/run_meta_master61_masked.json,45,7,ok
sub-06,ses-01,task-tp_run-02,The Present,49,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-tp_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-tp_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-01/task-tp_run-02/run_meta_master61_masked.json,42,11,ok
sub-06,ses-02,task-dmh_run-01,Despicable Me (Hungarian),61,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-dmh_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-dmh_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-dmh_run-01/run_meta_master61_masked.json,86,31,ok
sub-06,ses-02,task-dmh_run-02,Despicable Me (Hungarian),59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-dmh_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-dmh_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-dmh_run-02/run_meta_master61_masked.json,102,18,ok
sub-06,ses-02,task-inscapes,Inscapes,61,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-inscapes/run_meta_master61_masked.json,95,31,ok
sub-06,ses-02,task-monkey2_run-01,Monkey 2,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey2_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey2_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey2_run-01/run_meta_master61_masked.json,55,7,ok
sub-06,ses-02,task-monkey2_run-02,Monkey 2,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey2_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey2_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey2_run-02/run_meta_master61_masked.json,28,20,ok
sub-06,ses-02,task-monkey5_run-01,Monkey 5,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey5_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey5_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey5_run-01/run_meta_master61_masked.json,37,18,ok
sub-06,ses-02,task-monkey5_run-02,Monkey 5,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey5_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey5_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-06/ses-02/task-monkey5_run-02/run_meta_master61_masked.json,52,15,ok
sub-07,ses-01,task-dme_run-01,Despicable Me (English),60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-dme_run-01/run_meta_master61_masked.json,83,37,ok
sub-07,ses-01,task-dme_run-02,Despicable Me (English),58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-dme_run-02/run_meta_master61_masked.json,89,20,ok
sub-07,ses-01,task-inscapes,Inscapes,55,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-inscapes/run_meta_master61_masked.json,102,19,ok
sub-07,ses-01,task-monkey1_run-01,Monkey 1,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-monkey1_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-monkey1_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-monkey1_run-01/run_meta_master61_masked.json,31,25,ok
sub-07,ses-01,task-monkey1_run-02,Monkey 1,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-monkey1_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-monkey1_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-monkey1_run-02/run_meta_master61_masked.json,42,17,ok
sub-07,ses-01,task-tp_run-01,The Present,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-tp_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-tp_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-tp_run-01/run_meta_master61_masked.json,37,11,ok
sub-07,ses-01,task-tp_run-02,The Present,57,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-tp_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-tp_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-01/task-tp_run-02/run_meta_master61_masked.json,44,13,ok
sub-07,ses-02,task-dmh_run-01,Despicable Me (Hungarian),54,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-dmh_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-dmh_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-dmh_run-01/run_meta_master61_masked.json,25,30,ok
sub-07,ses-02,task-dmh_run-02,Despicable Me (Hungarian),53,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-dmh_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-dmh_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-dmh_run-02/run_meta_master61_masked.json,91,27,ok
sub-07,ses-02,task-inscapes,Inscapes,54,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-inscapes/run_meta_master61_masked.json,28,27,ok
sub-07,ses-02,task-monkey2_run-01,Monkey 2,51,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey2_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey2_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey2_run-01/run_meta_master61_masked.json,30,25,ok
sub-07,ses-02,task-monkey2_run-02,Monkey 2,54,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey2_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey2_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey2_run-02/run_meta_master61_masked.json,52,18,ok
sub-07,ses-02,task-monkey5_run-01,Monkey 5,54,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey5_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey5_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey5_run-01/run_meta_master61_masked.json,20,10,ok
sub-07,ses-02,task-monkey5_run-02,Monkey 5,54,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey5_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey5_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-07/ses-02/task-monkey5_run-02/run_meta_master61_masked.json,50,16,ok
sub-08,ses-01,task-dme_run-01,Despicable Me (English),60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-dme_run-01/run_meta_master61_masked.json,69,33,ok
sub-08,ses-01,task-dme_run-02,Despicable Me (English),60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-dme_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-dme_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-dme_run-02/run_meta_master61_masked.json,77,30,ok
sub-08,ses-01,task-inscapes,Inscapes,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-inscapes/run_meta_master61_masked.json,97,29,ok
sub-08,ses-01,task-monkey1_run-01,Monkey 1,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-monkey1_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-monkey1_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-monkey1_run-01/run_meta_master61_masked.json,37,15,ok
sub-08,ses-01,task-monkey1_run-02,Monkey 1,59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-monkey1_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-monkey1_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-monkey1_run-02/run_meta_master61_masked.json,45,13,ok
sub-08,ses-01,task-tp_run-01,The Present,60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-tp_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-tp_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-tp_run-01/run_meta_master61_masked.json,28,15,ok
sub-08,ses-01,task-tp_run-02,The Present,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-tp_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-tp_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-01/task-tp_run-02/run_meta_master61_masked.json,39,20,ok
sub-08,ses-02,task-dmh_run-01,Despicable Me (Hungarian),60,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-dmh_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-dmh_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-dmh_run-01/run_meta_master61_masked.json,72,30,ok
sub-08,ses-02,task-dmh_run-02,Despicable Me (Hungarian),59,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-dmh_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-dmh_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-dmh_run-02/run_meta_master61_masked.json,75,24,ok
sub-08,ses-02,task-inscapes,Inscapes,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-inscapes/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-inscapes/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-inscapes/run_meta_master61_masked.json,80,42,ok
sub-08,ses-02,task-monkey2_run-01,Monkey 2,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey2_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey2_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey2_run-01/run_meta_master61_masked.json,41,13,ok
sub-08,ses-02,task-monkey2_run-02,Monkey 2,56,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey2_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey2_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey2_run-02/run_meta_master61_masked.json,40,18,ok
sub-08,ses-02,task-monkey5_run-01,Monkey 5,58,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey5_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey5_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey5_run-01/run_meta_master61_masked.json,45,13,ok
sub-08,ses-02,task-monkey5_run-02,Monkey 5,55,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey5_run-02/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey5_run-02/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-08/ses-02/task-monkey5_run-02/run_meta_master61_masked.json,48,6,ok
sub-09,ses-01,task-dme_run-01,Despicable Me (English),45,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-dme_run-01/dense_psd_10s_2to30Hz_welch_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-dme_run-01/bandpower_10s_delta_theta_alpha_beta_master61_masked.npz,/Users/hyung/data/natview_project/derived/natview_eeg_features_master61_masked_5s/sub-09/ses-01/task-dme_run-01/run_meta_master61_masked.json,74,31,ok
